Page total likes;Type;Post Month;Post Weekday;Post Hour;Paid;Lifetime Post Total Reach;Lifetime Engaged Users;comment;like;share;Total Interactions
111620;Photo;4;1;14;1;105632;3984;0;11;1;12
111620;Photo;4;2;6;1;44288;1215;0;4;1;5
111620;Photo;4;4;7;1;12824;830;1;1;2;4
111620;Photo;4;2;13;1;7492;838;1;3;2;6
111620;Photo;4;3;7;0;6596;564;0;2;;2
111620;Photo;4;7;14;0;128064;1539;1;7;2;10
111620;Photo;4;1;14;1;105632;3984;0;11;1;12
111620;Photo;4;2;6;1;44288;1215;0;4;1;5
111620;Photo;4;4;7;1;12824;830;1;1;2;4
111620;Photo;4;2;13;1;7492;838;1;3;2;6
111620;Photo;4;3;7;0;6596;564;0;2;;2
113028;Link;4;5;7;1;35360;339;2;28;4;34
113028;Photo;4;6;14;0;28352;1476;0;6;2;8
113028;Status;4;6;3;1;17912;2750;0;3;0;3
113028;Photo;4;5;5;0;9084;962;0;9;1;10
113028;Photo;4;4;12;1;6880;671;0;7;2;9
113028;Photo;4;7;3;1;5582;708;0;7;;7
113028;Link;4;5;7;1;35360;339;2;28;4;34
113028;Photo;4;6;14;0;28352;1476;0;6;2;8
113028;Status;4;6;3;1;17912;2750;0;3;0;3
113028;Photo;4;5;5;0;9084;962;0;9;1;10
113028;Photo;4;4;12;1;6880;671;0;7;2;9
113028;Photo;4;7;3;1;5582;708;0;7;;7
113028;Link;4;5;7;1;35360;339;2;28;4;34
113028;Photo;4;6;14;0;28352;1476;0;6;2;8
113028;Status;4;6;3;1;17912;2750;0;3;0;3
113028;Photo;4;5;5;0;9084;962;0;9;1;10
113028;Photo;4;4;12;1;6880;671;0;7;2;9
113028;Photo;4;7;3;1;5582;708;0;7;;7
113028;Link;4;5;7;1;35360;339;2;28;4;34
113028;Photo;4;6;14;0;28352;1476;0;6;2;8
113028;Status;4;6;3;1;17912;2750;0;3;0;3
113028;Photo;4;5;5;0;9084;962;0;9;1;10
113028;Photo;4;4;12;1;6880;671;0;7;2;9
113028;Photo;4;7;3;1;5582;708;0;7;;7
115368;Photo;4;1;2;0;11336;583;0;7;3;10
115368;Photo;4;2;13;0;6692;905;0;56;12;68
115368;Photo;4;2;2;1;5594;739;3;198;41;242
115368;Photo;4;3;8;0;4280;624;0;8;2;10
115368;Photo;4;1;2;0;11336;583;0;7;3;10
115368;Photo;4;2;13;0;6692;905;0;56;12;68
115368;Photo;4;2;2;1;5594;739;3;198;41;242
115368;Photo;4;3;8;0;4280;624;0;8;2;10
115368;Photo;4;1;2;0;11336;583;0;7;3;10
115368;Photo;4;2;13;0;6692;905;0;56;12;68
115368;Photo;4;2;2;1;5594;739;3;198;41;242
115368;Photo;4;3;8;0;4280;624;0;8;2;10
115368;Photo;4;1;2;0;11336;583;0;7;3;10
115368;Photo;4;2;13;0;6692;905;0;56;12;68
115368;Photo;4;2;2;1;5594;739;3;198;41;242
115368;Photo;4;3;8;0;4280;624;0;8;2;10
115893;Photo;4;3;13;0;24264;1599;6;186;40;232
115893;Photo;4;4;15;1;5212;736;0;32;16;48
115893;Photo;4;3;13;0;24264;1599;6;186;40;232
115893;Photo;4;4;15;1;5212;736;0;32;16;48
115893;Photo;4;3;13;0;24264;1599;6;186;40;232
115893;Photo;4;4;15;1;5212;736;0;32;16;48
115893;Photo;4;3;13;0;24264;1599;6;186;40;232
115893;Photo;4;4;15;1;5212;736;0;32;16;48
116091;Status;5;5;7;0;9232;908;10;377;60;447
116091;Photo;5;7;2;0;6984;780;2;227;36;265
116091;Photo;5;6;9;0;6000;577;0;129;25;154
116091;Photo;5;1;3;0;5976;689;6;76;14;96
116091;Photo;5;7;14;0;5206;565;4;77;19;100
116091;Photo;5;6;3;0;3332;463;4;32;3;39
116091;Status;5;5;7;0;9232;908;10;377;60;447
116091;Photo;5;7;2;0;6984;780;2;227;36;265
116091;Photo;5;6;9;0;6000;577;0;129;25;154
116091;Photo;5;1;3;0;5976;689;6;76;14;96
116091;Photo;5;7;14;0;5206;565;4;77;19;100
116091;Photo;5;6;3;0;3332;463;4;32;3;39
116091;Status;5;5;7;0;9232;908;10;377;60;447
116091;Photo;5;7;2;0;6984;780;2;227;36;265
116091;Photo;5;6;9;0;6000;577;0;129;25;154
116091;Photo;5;1;3;0;5976;689;6;76;14;96
116091;Photo;5;7;14;0;5206;565;4;77;19;100
116091;Photo;5;6;3;0;3332;463;4;32;3;39
116091;Status;5;5;7;0;9232;908;10;377;60;447
116091;Photo;5;7;2;0;6984;780;2;227;36;265
116091;Photo;5;6;9;0;6000;577;0;129;25;154
116091;Photo;5;1;3;0;5976;689;6;76;14;96
116091;Photo;5;7;14;0;5206;565;4;77;19;100
116091;Photo;5;6;3;0;3332;463;4;32;3;39
116435;Status;5;4;3;1;23832;1701;2;166;32;200
116435;Photo;5;3;7;0;18552;1005;0;24;11;35
116435;Photo;5;5;9;0;5728;676;0;80;14;94
116435;Photo;5;4;13;1;5490;647;15;143;44;202
116435;Photo;5;2;8;0;4910;625;3;41;9;53
116435;Photo;5;1;13;0;4202;562;60;859;90;1009
116435;Photo;5;2;14;0;4132;552;0;189;15;204
116435;Status;5;4;3;1;23832;1701;2;166;32;200
116435;Photo;5;3;7;0;18552;1005;0;24;11;35
116435;Photo;5;5;9;0;5728;676;0;80;14;94
116435;Photo;5;4;13;1;5490;647;15;143;44;202
116435;Photo;5;2;8;0;4910;625;3;41;9;53
116435;Photo;5;1;13;0;4202;562;60;859;90;1009
116435;Photo;5;2;14;0;4132;552;0;189;15;204
116435;Status;5;4;3;1;23832;1701;2;166;32;200
116435;Photo;5;3;7;0;18552;1005;0;24;11;35
116435;Photo;5;5;9;0;5728;676;0;80;14;94
116435;Photo;5;4;13;1;5490;647;15;143;44;202
116435;Photo;5;2;8;0;4910;625;3;41;9;53
116435;Photo;5;1;13;0;4202;562;60;859;90;1009
116435;Photo;5;2;14;0;4132;552;0;189;15;204
116435;Status;5;4;3;1;23832;1701;2;166;32;200
116435;Photo;5;3;7;0;18552;1005;0;24;11;35
116435;Photo;5;5;9;0;5728;676;0;80;14;94
116435;Photo;5;4;13;1;5490;647;15;143;44;202
116435;Photo;5;2;8;0;4910;625;3;41;9;53
116435;Photo;5;1;13;0;4202;562;60;859;90;1009
116435;Photo;5;2;14;0;4132;552;0;189;15;204
117764;Photo;5;5;13;0;81856;3000;6;244;32;282
117764;Photo;5;7;2;0;38960;2298;1;84;13;98
117764;Photo;5;4;10;0;18056;1062;30;187;35;252
117764;Link;5;1;2;0;12540;344;16;117;30;163
117764;Photo;5;2;11;0;6444;734;1;115;21;137
117764;Photo;5;4;4;0;5016;679;0;54;16;70
117764;Photo;5;1;13;1;4458;491;24;302;41;367
117764;Photo;5;7;13;1;4362;604;3;148;28;179
117764;Photo;5;6;8;1;4336;574;7;161;25;193
117764;Photo;5;3;11;0;3528;470;47;358;49;454
117764;Photo;5;6;13;0;3144;392;13;319;55;387
117764;Photo;5;5;13;0;81856;3000;6;244;32;282
117764;Photo;5;7;2;0;38960;2298;1;84;13;98
117764;Photo;5;4;10;0;18056;1062;30;187;35;252
117764;Link;5;1;2;0;12540;344;16;117;30;163
117764;Photo;5;2;11;0;6444;734;1;115;21;137
117764;Photo;5;4;4;0;5016;679;0;54;16;70
117764;Photo;5;1;13;1;4458;491;24;302;41;367
117764;Photo;5;7;13;1;4362;604;3;148;28;179
117764;Photo;5;6;8;1;4336;574;7;161;25;193
117764;Photo;5;3;11;0;3528;470;47;358;49;454
117764;Photo;5;6;13;0;3144;392;13;319;55;387
117764;Photo;5;5;13;0;81856;3000;6;244;32;282
117764;Photo;5;7;2;0;38960;2298;1;84;13;98
117764;Photo;5;4;10;0;18056;1062;30;187;35;252
117764;Link;5;1;2;0;12540;344;16;117;30;163
117764;Photo;5;2;11;0;6444;734;1;115;21;137
117764;Photo;5;4;4;0;5016;679;0;54;16;70
117764;Photo;5;1;13;1;4458;491;24;302;41;367
117764;Photo;5;7;13;1;4362;604;3;148;28;179
117764;Photo;5;6;8;1;4336;574;7;161;25;193
117764;Photo;5;3;11;0;3528;470;47;358;49;454
117764;Photo;5;6;13;0;3144;392;13;319;55;387
117764;Photo;5;5;13;0;81856;3000;6;244;32;282
117764;Photo;5;7;2;0;38960;2298;1;84;13;98
117764;Photo;5;4;10;0;18056;1062;30;187;35;252
117764;Link;5;1;2;0;12540;344;16;117;30;163
117764;Photo;5;2;11;0;6444;734;1;115;21;137
117764;Photo;5;4;4;0;5016;679;0;54;16;70
117764;Photo;5;1;13;1;4458;491;24;302;41;367
117764;Photo;5;7;13;1;4362;604;3;148;28;179
117764;Photo;5;6;8;1;4336;574;7;161;25;193
117764;Photo;5;3;11;0;3528;470;47;358;49;454
117764;Photo;5;6;13;0;3144;392;13;319;55;387
119198;Status;5;1;2;0;10152;1636;2;77;5;84
119198;Photo;5;5;10;1;6460;823;8;485;64;557
119198;Photo;5;7;2;0;4708;678;0;113;19;132
119198;Photo;5;3;5;0;4344;692;6;99;16;121
119198;Photo;5;2;1;0;3024;596;0;18;;18
119198;Photo;5;6;6;0;2812;536;4;243;41;288
119198;Photo;5;6;14;0;2772;526;6;363;40;409
119198;Photo;5;2;12;0;2718;566;22;290;98;410
119198;Status;5;1;2;0;10152;1636;2;77;5;84
119198;Photo;5;5;10;1;6460;823;8;485;64;557
119198;Photo;5;7;2;0;4708;678;0;113;19;132
119198;Photo;5;3;5;0;4344;692;6;99;16;121
119198;Photo;5;2;1;0;3024;596;0;18;;18
119198;Photo;5;6;6;0;2812;536;4;243;41;288
119198;Photo;5;6;14;0;2772;526;6;363;40;409
119198;Photo;5;2;12;0;2718;566;22;290;98;410
119198;Status;5;1;2;0;10152;1636;2;77;5;84
119198;Photo;5;5;10;1;6460;823;8;485;64;557
119198;Photo;5;7;2;0;4708;678;0;113;19;132
119198;Photo;5;3;5;0;4344;692;6;99;16;121
119198;Photo;5;2;1;0;3024;596;0;18;;18
119198;Photo;5;6;6;0;2812;536;4;243;41;288
119198;Photo;5;6;14;0;2772;526;6;363;40;409
119198;Photo;5;2;12;0;2718;566;22;290;98;410
119198;Status;5;1;2;0;10152;1636;2;77;5;84
119198;Photo;5;5;10;1;6460;823;8;485;64;557
119198;Photo;5;7;2;0;4708;678;0;113;19;132
119198;Photo;5;3;5;0;4344;692;6;99;16;121
119198;Photo;5;2;1;0;3024;596;0;18;;18
119198;Photo;5;6;6;0;2812;536;4;243;41;288
119198;Photo;5;6;14;0;2772;526;6;363;40;409
119198;Photo;5;2;12;0;2718;566;22;290;98;410
120050;Photo;5;4;12;0;39040;1684;5;204;34;243
120050;Photo;5;3;12;0;21248;1049;4;154;36;194
120050;Photo;5;4;4;1;4032;684;2;30;6;38
120050;Photo;5;5;9;1;3776;577;144;1622;208;1974
120050;Photo;5;4;12;0;39040;1684;5;204;34;243
120050;Photo;5;3;12;0;21248;1049;4;154;36;194
120050;Photo;5;4;4;1;4032;684;2;30;6;38
120050;Photo;5;5;9;1;3776;577;144;1622;208;1974
120050;Photo;5;4;12;0;39040;1684;5;204;34;243
120050;Photo;5;3;12;0;21248;1049;4;154;36;194
120050;Photo;5;4;4;1;4032;684;2;30;6;38
120050;Photo;5;5;9;1;3776;577;144;1622;208;1974
120050;Photo;5;4;12;0;39040;1684;5;204;34;243
120050;Photo;5;3;12;0;21248;1049;4;154;36;194
120050;Photo;5;4;4;1;4032;684;2;30;6;38
120050;Photo;5;5;9;1;3776;577;144;1622;208;1974
121540;Photo;5;7;14;0;3806;722;6;179;40;225
121540;Photo;6;1;3;0;3110;732;3;188;26;217
121540;Photo;5;7;14;0;3806;722;6;179;40;225
121540;Photo;6;1;3;0;3110;732;3;188;26;217
121540;Photo;5;7;14;0;3806;722;6;179;40;225
121540;Photo;6;1;3;0;3110;732;3;188;26;217
121540;Photo;5;7;14;0;3806;722;6;179;40;225
121540;Photo;6;1;3;0;3110;732;3;188;26;217
123047;Photo;6;1;10;0;56672;2579;11;68;11;90
123047;Photo;6;3;11;0;13544;759;1;104;12;117
123047;Photo;6;4;5;1;11304;1141;0;62;10;72
123047;Photo;6;4;13;0;6768;768;0;61;6;67
123047;Photo;6;2;5;1;3662;560;29;1047;98;1174
123047;Photo;6;2;13;0;3418;581;38;163;27;228
123047;Photo;6;5;3;0;3322;702;2;165;22;189
123047;Photo;6;1;3;1;3294;526;2;234;40;276
123047;Photo;6;5;12;0;3234;756;7;250;42;299
123047;Photo;6;1;10;0;56672;2579;11;68;11;90
123047;Photo;6;3;11;0;13544;759;1;104;12;117
123047;Photo;6;4;5;1;11304;1141;0;62;10;72
123047;Photo;6;4;13;0;6768;768;0;61;6;67
123047;Photo;6;2;5;1;3662;560;29;1047;98;1174
123047;Photo;6;2;13;0;3418;581;38;163;27;228
123047;Photo;6;5;3;0;3322;702;2;165;22;189
123047;Photo;6;1;3;1;3294;526;2;234;40;276
123047;Photo;6;5;12;0;3234;756;7;250;42;299
123047;Photo;6;1;10;0;56672;2579;11;68;11;90
123047;Photo;6;3;11;0;13544;759;1;104;12;117
123047;Photo;6;4;5;1;11304;1141;0;62;10;72
123047;Photo;6;4;13;0;6768;768;0;61;6;67
123047;Photo;6;2;5;1;3662;560;29;1047;98;1174
123047;Photo;6;2;13;0;3418;581;38;163;27;228
123047;Photo;6;5;3;0;3322;702;2;165;22;189
123047;Photo;6;1;3;1;3294;526;2;234;40;276
123047;Photo;6;5;12;0;3234;756;7;250;42;299
123047;Photo;6;1;10;0;56672;2579;11;68;11;90
123047;Photo;6;3;11;0;13544;759;1;104;12;117
123047;Photo;6;4;5;1;11304;1141;0;62;10;72
123047;Photo;6;4;13;0;6768;768;0;61;6;67
123047;Photo;6;2;5;1;3662;560;29;1047;98;1174
123047;Photo;6;2;13;0;3418;581;38;163;27;228
123047;Photo;6;5;3;0;3322;702;2;165;22;189
123047;Photo;6;1;3;1;3294;526;2;234;40;276
123047;Photo;6;5;12;0;3234;756;7;250;42;299
124940;Photo;6;5;13;1;63840;1382;0;40;5;45
124940;Photo;6;4;12;0;58304;884;2;114;16;132
124940;Photo;6;6;12;1;52736;1635;0;30;2;32
124940;Photo;6;6;4;0;47376;1557;6;442;42;490
124940;Photo;6;2;13;0;22464;1029;9;278;43;330
124940;Photo;6;5;3;1;11608;985;3;113;17;133
124940;Photo;6;7;4;0;8324;840;1;52;7;60
124940;Photo;6;6;9;0;6952;909;2;64;7;73
124940;Photo;6;3;13;0;6150;750;9;766;43;818
124940;Photo;6;4;2;0;4762;842;3;146;15;164
124940;Photo;6;3;3;1;4644;768;2;102;15;119
124940;Photo;6;1;13;0;4452;666;0;63;7;70
124940;Photo;6;7;3;1;4022;647;6;345;121;472
124940;Photo;6;2;3;0;3754;791;4;102;8;114
124940;Photo;6;1;3;0;3576;664;20;150;29;199
124940;Photo;6;7;10;0;3028;579;1;226;44;271
124940;Photo;6;6;2;1;2823;552;5;223;35;263
124940;Photo;6;5;13;1;63840;1382;0;40;5;45
124940;Photo;6;4;12;0;58304;884;2;114;16;132
124940;Photo;6;6;12;1;52736;1635;0;30;2;32
124940;Photo;6;6;4;0;47376;1557;6;442;42;490
124940;Photo;6;2;13;0;22464;1029;9;278;43;330
124940;Photo;6;5;3;1;11608;985;3;113;17;133
124940;Photo;6;7;4;0;8324;840;1;52;7;60
124940;Photo;6;6;9;0;6952;909;2;64;7;73
124940;Photo;6;3;13;0;6150;750;9;766;43;818
124940;Photo;6;4;2;0;4762;842;3;146;15;164
124940;Photo;6;3;3;1;4644;768;2;102;15;119
124940;Photo;6;1;13;0;4452;666;0;63;7;70
124940;Photo;6;7;3;1;4022;647;6;345;121;472
124940;Photo;6;2;3;0;3754;791;4;102;8;114
124940;Photo;6;1;3;0;3576;664;20;150;29;199
124940;Photo;6;7;10;0;3028;579;1;226;44;271
124940;Photo;6;6;2;1;2823;552;5;223;35;263
124940;Photo;6;5;13;1;63840;1382;0;40;5;45
124940;Photo;6;4;12;0;58304;884;2;114;16;132
124940;Photo;6;6;12;1;52736;1635;0;30;2;32
124940;Photo;6;6;4;0;47376;1557;6;442;42;490
124940;Photo;6;2;13;0;22464;1029;9;278;43;330
124940;Photo;6;5;3;1;11608;985;3;113;17;133
124940;Photo;6;7;4;0;8324;840;1;52;7;60
124940;Photo;6;6;9;0;6952;909;2;64;7;73
124940;Photo;6;3;13;0;6150;750;9;766;43;818
124940;Photo;6;4;2;0;4762;842;3;146;15;164
124940;Photo;6;3;3;1;4644;768;2;102;15;119
124940;Photo;6;1;13;0;4452;666;0;63;7;70
124940;Photo;6;7;3;1;4022;647;6;345;121;472
124940;Photo;6;2;3;0;3754;791;4;102;8;114
124940;Photo;6;1;3;0;3576;664;20;150;29;199
124940;Photo;6;7;10;0;3028;579;1;226;44;271
124940;Photo;6;6;2;1;2823;552;5;223;35;263
124940;Photo;6;5;13;1;63840;1382;0;40;5;45
124940;Photo;6;4;12;0;58304;884;2;114;16;132
124940;Photo;6;6;12;1;52736;1635;0;30;2;32
124940;Photo;6;6;4;0;47376;1557;6;442;42;490
124940;Photo;6;2;13;0;22464;1029;9;278;43;330
124940;Photo;6;5;3;1;11608;985;3;113;17;133
124940;Photo;6;7;4;0;8324;840;1;52;7;60
124940;Photo;6;6;9;0;6952;909;2;64;7;73
124940;Photo;6;3;13;0;6150;750;9;766;43;818
124940;Photo;6;4;2;0;4762;842;3;146;15;164
124940;Photo;6;3;3;1;4644;768;2;102;15;119
124940;Photo;6;1;13;0;4452;666;0;63;7;70
124940;Photo;6;7;3;1;4022;647;6;345;121;472
124940;Photo;6;2;3;0;3754;791;4;102;8;114
124940;Photo;6;1;3;0;3576;664;20;150;29;199
124940;Photo;6;7;10;0;3028;579;1;226;44;271
124940;Photo;6;6;2;1;2823;552;5;223;35;263
125612;Photo;6;2;2;0;11620;1160;5;137;20;162
125612;Photo;6;4;3;0;4320;753;0;39;3;42
125612;Photo;6;1;14;0;4248;724;1;54;11;66
125612;Photo;6;2;13;0;3600;691;2;74;22;98
125612;Photo;6;7;11;0;3558;621;3;36;11;50
125612;Photo;6;3;3;0;3322;610;1;11;3;15
125612;Photo;6;1;3;0;2763;564;4;220;19;243
125612;Photo;6;3;11;0;2585;569;33;1155;102;1290
125612;Photo;6;4;11;0;2402;170;2;53;15;70
125612;Photo;6;4;7;0;1729;596;2;139;25;166
125612;Photo;6;2;2;0;11620;1160;5;137;20;162
125612;Photo;6;4;3;0;4320;753;0;39;3;42
125612;Photo;6;1;14;0;4248;724;1;54;11;66
125612;Photo;6;2;13;0;3600;691;2;74;22;98
125612;Photo;6;7;11;0;3558;621;3;36;11;50
125612;Photo;6;3;3;0;3322;610;1;11;3;15
125612;Photo;6;1;3;0;2763;564;4;220;19;243
125612;Photo;6;3;11;0;2585;569;33;1155;102;1290
125612;Photo;6;4;11;0;2402;170;2;53;15;70
125612;Photo;6;4;7;0;1729;596;2;139;25;166
125612;Photo;6;2;2;0;11620;1160;5;137;20;162
125612;Photo;6;4;3;0;4320;753;0;39;3;42
125612;Photo;6;1;14;0;4248;724;1;54;11;66
125612;Photo;6;2;13;0;3600;691;2;74;22;98
125612;Photo;6;7;11;0;3558;621;3;36;11;50
125612;Photo;6;3;3;0;3322;610;1;11;3;15
125612;Photo;6;1;3;0;2763;564;4;220;19;243
125612;Photo;6;3;11;0;2585;569;33;1155;102;1290
125612;Photo;6;4;11;0;2402;170;2;53;15;70
125612;Photo;6;4;7;0;1729;596;2;139;25;166
125612;Photo;6;2;2;0;11620;1160;5;137;20;162
125612;Photo;6;4;3;0;4320;753;0;39;3;42
125612;Photo;6;1;14;0;4248;724;1;54;11;66
125612;Photo;6;2;13;0;3600;691;2;74;22;98
125612;Photo;6;7;11;0;3558;621;3;36;11;50
125612;Photo;6;3;3;0;3322;610;1;11;3;15
125612;Photo;6;1;3;0;2763;564;4;220;19;243
125612;Photo;6;3;11;0;2585;569;33;1155;102;1290
125612;Photo;6;4;11;0;2402;170;2;53;15;70
125612;Photo;6;4;7;0;1729;596;2;139;25;166
126141;Photo;6;6;12;0;28112;1631;2;86;8;96
126141;Photo;6;4;12;0;20896;1418;2;17;9;28
126141;Photo;6;4;22;1;20560;936;4;859;68;931
126141;Photo;6;7;4;1;9652;1400;6;98;3;107
126141;Status;6;6;4;0;8628;870;4;435;31;470
126141;Photo;6;5;11;1;2431;389;2;264;21;287
126141;Photo;6;6;12;0;28112;1631;2;86;8;96
126141;Photo;6;4;12;0;20896;1418;2;17;9;28
126141;Photo;6;4;22;1;20560;936;4;859;68;931
126141;Photo;6;7;4;1;9652;1400;6;98;3;107
126141;Status;6;6;4;0;8628;870;4;435;31;470
126141;Photo;6;5;11;1;2431;389;2;264;21;287
126141;Photo;6;6;12;0;28112;1631;2;86;8;96
126141;Photo;6;4;12;0;20896;1418;2;17;9;28
126141;Photo;6;4;22;1;20560;936;4;859;68;931
126141;Photo;6;7;4;1;9652;1400;6;98;3;107
126141;Status;6;6;4;0;8628;870;4;435;31;470
126141;Photo;6;5;11;1;2431;389;2;264;21;287
126141;Photo;6;6;12;0;28112;1631;2;86;8;96
126141;Photo;6;4;12;0;20896;1418;2;17;9;28
126141;Photo;6;4;22;1;20560;936;4;859;68;931
126141;Photo;6;7;4;1;9652;1400;6;98;3;107
126141;Status;6;6;4;0;8628;870;4;435;31;470
126141;Photo;6;5;11;1;2431;389;2;264;21;287
126345;Photo;6;2;3;0;109056;2552;2;114;10;126
126345;Status;6;7;11;0;12044;2240;41;15;1;57
126345;Photo;6;2;9;1;5854;1043;3;87;10;100
126345;Photo;6;1;12;0;3212;735;16;227;28;271
126345;Photo;6;1;4;0;3046;909;6;179;27;212
126345;Photo;6;2;3;0;109056;2552;2;114;10;126
126345;Status;6;7;11;0;12044;2240;41;15;1;57
126345;Photo;6;2;9;1;5854;1043;3;87;10;100
126345;Photo;6;1;12;0;3212;735;16;227;28;271
126345;Photo;6;1;4;0;3046;909;6;179;27;212
126345;Photo;6;2;3;0;109056;2552;2;114;10;126
126345;Status;6;7;11;0;12044;2240;41;15;1;57
126345;Photo;6;2;9;1;5854;1043;3;87;10;100
126345;Photo;6;1;12;0;3212;735;16;227;28;271
126345;Photo;6;1;4;0;3046;909;6;179;27;212
126345;Photo;6;2;3;0;109056;2552;2;114;10;126
126345;Status;6;7;11;0;12044;2240;41;15;1;57
126345;Photo;6;2;9;1;5854;1043;3;87;10;100
126345;Photo;6;1;12;0;3212;735;16;227;28;271
126345;Photo;6;1;4;0;3046;909;6;179;27;212
126424;Video;6;2;13;0;139008;1779;3;188;26;217
126424;Status;7;3;13;0;18320;3742;18;332;54;404
126424;Photo;7;4;12;0;5458;1007;9;95;17;121
126424;Photo;7;4;3;0;3706;895;1;74;11;86
126424;Photo;7;3;4;1;2316;722;2;80;21;103
126424;Video;6;2;13;0;139008;1779;3;188;26;217
126424;Status;7;3;13;0;18320;3742;18;332;54;404
126424;Photo;7;4;12;0;5458;1007;9;95;17;121
126424;Photo;7;4;3;0;3706;895;1;74;11;86
126424;Photo;7;3;4;1;2316;722;2;80;21;103
126424;Video;6;2;13;0;139008;1779;3;188;26;217
126424;Status;7;3;13;0;18320;3742;18;332;54;404
126424;Photo;7;4;12;0;5458;1007;9;95;17;121
126424;Photo;7;4;3;0;3706;895;1;74;11;86
126424;Photo;7;3;4;1;2316;722;2;80;21;103
126424;Video;6;2;13;0;139008;1779;3;188;26;217
126424;Status;7;3;13;0;18320;3742;18;332;54;404
126424;Photo;7;4;12;0;5458;1007;9;95;17;121
126424;Photo;7;4;3;0;3706;895;1;74;11;86
126424;Photo;7;3;4;1;2316;722;2;80;21;103
127082;Photo;7;3;3;1;76096;2889;64;367;25;456
127082;Photo;7;3;3;1;76096;2889;64;367;25;456
127082;Photo;7;3;3;1;76096;2889;64;367;25;456
127082;Photo;7;3;3;1;76096;2889;64;367;25;456
128032;Photo;7;3;10;1;66976;1191;12;237;45;294
128032;Photo;7;4;5;1;53056;2003;4;112;23;139
128032;Photo;7;7;3;0;38576;1355;2;101;25;128
128032;Status;7;5;10;0;10188;1473;6;14;1;21
128032;Photo;7;6;3;0;7232;758;1;43;10;54
128032;Photo;7;5;3;0;6408;909;9;102;19;130
128032;Photo;7;7;11;1;3528;550;1;98;21;120
128032;Photo;7;4;9;1;3414;515;0;94;20;114
128032;Photo;7;1;3;0;3330;513;2;113;20;135
128032;Photo;7;6;13;1;2628;528;6;109;11;126
128032;Photo;7;3;10;1;66976;1191;12;237;45;294
128032;Photo;7;4;5;1;53056;2003;4;112;23;139
128032;Photo;7;7;3;0;38576;1355;2;101;25;128
128032;Status;7;5;10;0;10188;1473;6;14;1;21
128032;Photo;7;6;3;0;7232;758;1;43;10;54
128032;Photo;7;5;3;0;6408;909;9;102;19;130
128032;Photo;7;7;11;1;3528;550;1;98;21;120
128032;Photo;7;4;9;1;3414;515;0;94;20;114
128032;Photo;7;1;3;0;3330;513;2;113;20;135
128032;Photo;7;6;13;1;2628;528;6;109;11;126
128032;Photo;7;3;10;1;66976;1191;12;237;45;294
128032;Photo;7;4;5;1;53056;2003;4;112;23;139
128032;Photo;7;7;3;0;38576;1355;2;101;25;128
128032;Status;7;5;10;0;10188;1473;6;14;1;21
128032;Photo;7;6;3;0;7232;758;1;43;10;54
128032;Photo;7;5;3;0;6408;909;9;102;19;130
128032;Photo;7;7;11;1;3528;550;1;98;21;120
128032;Photo;7;4;9;1;3414;515;0;94;20;114
128032;Photo;7;1;3;0;3330;513;2;113;20;135
128032;Photo;7;6;13;1;2628;528;6;109;11;126
128032;Photo;7;3;10;1;66976;1191;12;237;45;294
128032;Photo;7;4;5;1;53056;2003;4;112;23;139
128032;Photo;7;7;3;0;38576;1355;2;101;25;128
128032;Status;7;5;10;0;10188;1473;6;14;1;21
128032;Photo;7;6;3;0;7232;758;1;43;10;54
128032;Photo;7;5;3;0;6408;909;9;102;19;130
128032;Photo;7;7;11;1;3528;550;1;98;21;120
128032;Photo;7;4;9;1;3414;515;0;94;20;114
128032;Photo;7;1;3;0;3330;513;2;113;20;135
128032;Photo;7;6;13;1;2628;528;6;109;11;126
129600;Photo;7;5;3;0;54256;1620;0;128;15;143
129600;Photo;7;3;13;1;40336;1407;10;167;26;203
129600;Photo;7;4;6;1;31904;863;30;47;8;85
129600;Photo;7;1;13;0;28208;964;0;96;19;115
129600;Photo;7;6;11;0;26944;877;1;98;19;118
129600;Status;7;5;12;1;15576;2417;1;53;14;68
129600;Photo;7;7;6;1;5848;622;372;5172;790;6334
129600;Photo;7;6;5;0;5292;756;4;154;30;188
129600;Photo;7;2;13;0;4666;729;18;315;76;409
129600;Photo;7;2;7;1;4274;701;6;535;83;624
129600;Photo;7;3;1;0;4220;685;9;484;79;572
129600;Photo;7;4;12;1;3726;602;4;118;22;144
129600;Photo;7;1;12;0;3460;541;10;145;31;186
129600;Photo;7;1;6;0;3406;571;0;73;15;88
129600;Photo;7;7;11;1;2602;479;3;13;1;17
129600;Photo;7;5;3;0;54256;1620;0;128;15;143
129600;Photo;7;3;13;1;40336;1407;10;167;26;203
129600;Photo;7;4;6;1;31904;863;30;47;8;85
129600;Photo;7;1;13;0;28208;964;0;96;19;115
129600;Photo;7;6;11;0;26944;877;1;98;19;118
129600;Status;7;5;12;1;15576;2417;1;53;14;68
129600;Photo;7;7;6;1;5848;622;372;5172;790;6334
129600;Photo;7;6;5;0;5292;756;4;154;30;188
129600;Photo;7;2;13;0;4666;729;18;315;76;409
129600;Photo;7;2;7;1;4274;701;6;535;83;624
129600;Photo;7;3;1;0;4220;685;9;484;79;572
129600;Photo;7;4;12;1;3726;602;4;118;22;144
129600;Photo;7;1;12;0;3460;541;10;145;31;186
129600;Photo;7;1;6;0;3406;571;0;73;15;88
129600;Photo;7;7;11;1;2602;479;3;13;1;17
